,agg_dob_first,agg_dob_second,agg_height_first,agg_height_second,agg_reach_first,agg_reach_second,agg_stand_first,agg_stand_second,agg_str_acc_first,agg_str_acc_second,agg_weight_first,date_card,first_fighter_res,first_sig_str_,first_sig_str_percentage,first_total_str,method,second_sig_str_percentage,second_total_str,time,type
5628,7-Mar-88,6-Oct-88,"5' 5""","5' 4""","66""","64""",Southpaw,Orthodox,51%,39%,125 lbs.,21-Nov-20,W,62 of 119,52%,249 of 317, Decision - Unanimous ,40%,94 of 152,5:00,belt
5629,15-Sep-91,20-Feb-84,"5' 10""","6' 2""","71""","75""",Orthodox,Orthodox,47%,48%,170 lbs.,21-Nov-20,L,64 of 161,39%,69 of 166, Decision - Unanimous ,66%,143 of 207,5:00,
5630,23-Aug-92,9-Jun-90,"6' 2""","5' 10""","74""","73""",Orthodox,Southpaw,49%,37%,170 lbs.,11/28/2020 0:00,W,40 of 73,54%,43 of 82, Submission ,25%,15 of 58,4:28,
5631,28-Dec-88,13-Jul-87,"5' 9""","5' 4""","68""","64""",Orthodox,Orthodox,35%,41%,125 lbs.,21-Nov-20,W,69 of 230,30%,69 of 230, Decision - Unanimous ,30%,60 of 197,5:00,
5632,25-Nov-81,27-Nov-87,"6' 1""","6' 3""","76""","76""",Orthodox,Orthodox,50%,51%,205 lbs.,21-Nov-20,L,10 of 28,35%,25 of 46, KO/TKO ,50%,54 of 88,3:36,
5633,7-Dec-93,16-Aug-92,"5' 7""","5' 9""","70""","68""",Orthodox,Southpaw,39%,46%,125 lbs.,21-Nov-20,W,16 of 34,47%,53 of 73, KO/TKO ,32%,24 of 62,4:59,
5634,27-Apr-94,7-Oct-91,"5' 10""","6' 2""","76""","77""",Southpaw,Orthodox,36%,60%,185 lbs.,21-Nov-20,W,43 of 80,53%,59 of 96, KO/TKO ,38%,36 of 66,0:18,perf
5635,20-Nov-84,26-Jan-94,"5' 8""","5' 6""","67""","67""",Southpaw,Orthodox,56%,33%,125 lbs.,21-Nov-20,W,39 of 57,68%,94 of 128, KO/TKO ,57%,25 of 36,4:33,perf
5636,31-Dec-86,16-Nov-84,"6' 1""","5' 11""","74""","74""",Southpaw,Orthodox,48%,37%,170 lbs.,21-Nov-20,L,83 of 199,41%,105 of 222, Decision - Unanimous ,34%,58 of 155,5:00,
5637,25-Nov-81,5-Dec-93,"6' 0""","6' 0""","73""","77""",Southpaw,Orthodox,50%,41%,170 lbs.,21-Nov-20,W,168 of 331,50%,169 of 332, Decision - Unanimous ,47%,101 of 211,5:00,
5638,27-Feb-93,15-Nov-91,"6' 3""","6' 0""","76""","75""",Southpaw,Orthodox,53%,57%,185 lbs.,21-Nov-20,W,64 of 122,52%,113 of 183, Decision - Unanimous ,50%,95 of 130,5:00,
5639,27-Aug-95,15-Mar-89,"5' 9""","6' 1""","71""","72""",Orthodox,Switch,48%,52%,170 lbs.,21-Nov-20,L,99 of 206,48%,115 of 224, KO/TKO ,52%,160 of 275,2:47,fight
5640,26-Jul-88,12-Apr-90,"6' 4""","6' 0""","76""","75""",Orthodox,Orthodox,47%,57%,205 lbs.,11/28/2020 0:00,W,1 of 4,25%,4 of 8, Submission ,33%,27 of 30,2:34,
5641,28-Jun-89,22-Apr-85,"6' 4""","6' 0""","79""","75""",Orthodox,Orthodox,51%,49%,265 lbs.,11/28/2020 0:00,L,114 of 226,50%,123 of 237, Decision - Unanimous ,55%,164 of 275,5:00,
5642,6-May-93,9-Jun-89,"5' 8""","6' 0""","71""","73""",Switch,Switch,54%,53%,145 lbs.,11/28/2020 0:00,L,23 of 53,43%,28 of 65, Decision - Unanimous ,73%,118 of 150,5:00,
5643,9-Jul-87,1-Oct-90,"5' 8""","5' 7""","67""","67""",Orthodox,Orthodox,34%,53%,135 lbs.,11/28/2020 0:00,L,42 of 164,25%,47 of 169, Decision - Unanimous ,58%,109 of 178,5:00,
5644,1-May-92,5-Jan-95,"6' 0""","5' 7""","71""","69""",Switch,Orthodox,55%,56%,145 lbs.,11/28/2020 0:00,W,51 of 100,51%,113 of 172, KO/TKO ,56%,48 of 84,4:28,
5645,10-Nov-88,24-Jul-85,"5' 10""","5' 5""","73""","70""",Orthodox,Orthodox,45%,28%,145 lbs.,11/28/2020 0:00,L,9 of 12,75%,16 of 19, Submission ,55%,22 of 31,4:35,
5646,19-Aug-88,25-Feb-91,"5' 6""","5' 3""","68""","62""",Southpaw,Orthodox,49%,43%,125 lbs.,11/28/2020 0:00,W,72 of 162,44%,106 of 216, KO/TKO ,43%,49 of 106,4:10,
5647,20-Jan-96,19-May-90,"5' 8""","5' 7""","72""","71""",Southpaw,Switch,51%,13%,125 lbs.,11/28/2020 0:00,W,9 of 18,50%,9 of 18, KO/TKO ,0%,0 of 6,0:44,
5648,12-Dec-85,27-Jun-91,"5' 6""","5' 10""","67""","72""",Southpaw,Orthodox,52%,45%,135 lbs.,11/28/2020 0:00,L,55 of 112,49%,63 of 120, Submission ,47%,38 of 75,2:29,
5649,10-Jun-88,20-Sep-93,"6' 1""","6' 0""","77""","74""",Orthodox,Southpaw,45%,43%,185 lbs.,5-Dec-20,L,122 of 346,35%,139 of 365, Decision - Unanimous ,49%,202 of 376,5:00,fight
5650,8-Apr-83,19-May-91,"6' 3""","6' 4""","80""","79""",Southpaw,Southpaw,46%,52%,205 lbs.,5-Dec-20,L,36 of 72,50%,37 of 73, KO/TKO ,53%,68 of 128,3:37,
5651,15-Jul-88,22-Feb-93,"6' 2""","6' 1""","76""","75""",Orthodox,Orthodox,48%,43%,205 lbs.,5-Dec-20,W,51 of 109,46%,118 of 205, Decision - Split ,33%,48 of 117,5:00,
5652,19-Sep-83,2-Jun-95,"5' 10""","5' 9""","68""","71""",Orthodox,Southpaw,50%,60%,155 lbs.,5-Dec-20,L,0 of 2,0%,0 of 2, KO/TKO ,100%,1 of 1,0:22,perf
5653,16-Jul-91,28-Jul-90,"5' 9""","5' 8""","68""","69""",Orthodox,Southpaw,46%,45%,135 lbs.,5-Dec-20,W,59 of 116,50%,64 of 128, KO/TKO ,40%,47 of 113,2:15,
5654,21-Jan-97,8-Aug-88,"5' 7""","5' 11""","69""","71""",Orthodox,Switch,45%,35%,145 lbs.,5-Dec-20,W,31 of 63,49%,31 of 64, KO/TKO ,30%,16 of 53,2:38,
5655,18-Aug-85,25-Oct-88,"6' 3""","6' 3""","76""","78""",Orthodox,Orthodox,43%,42%,230 lbs.,5-Dec-20,L,80 of 197,40%,81 of 198, Decision - Unanimous ,45%,126 of 277,5:00,
5656,18-Dec-87,7-Dec-93,"5' 5""","5' 7""","68""","70""",Orthodox,Orthodox,56%,39%,125 lbs.,12-Dec-20,D,137 of 238,57%,147 of 248, Decision - Majority ,53%,139 of 256,5:00,belt fight
5657,12-Feb-84,17-Oct-89,"5' 11""","5' 10""","76""","74""",Orthodox,Orthodox,45%,52%,155 lbs.,12-Dec-20,L,19 of 42,45%,26 of 49, Decision - Unanimous ,65%,86 of 112,5:00,
5658,24-Mar-93,30-May-88,"5' 4""","5' 3""","63""","64""",Orthodox,Orthodox,38%,46%,115 lbs.,12-Dec-20,W,82 of 174,47%,101 of 195, Decision - Unanimous ,47%,80 of 152,5:00,
5659,5-Nov-92,7-Dec-79,"6' 3""","6' 1""","81""","72""",Orthodox,Orthodox,54%,47%,185 lbs.,12-Dec-20,W,15 of 18,83%,21 of 24, KO/TKO ,100%,2 of 2,1:45,perf
5660,30-Jan-84,12-Apr-90,"6' 4""","6' 4""","77""","81""",Orthodox,Orthodox,47%,55%,238 lbs.,12-Dec-20,L,10 of 35,28%,11 of 36, KO/TKO ,73%,61 of 82,2:34,
5661,2-Nov-83,6-Aug-85,"5' 8""","5' 7""","70""","69""",Orthodox,Orthodox,50%,49%,145 lbs.,12-Dec-20,W,46 of 66,69%,51 of 71, KO/TKO ,46%,40 of 65,1:52,
5662,21-May-89,5-Mar-93,"5' 11""","5' 8""","72""","71""",Orthodox,Switch,46%,57%,155 lbs.,12-Dec-20,L,15 of 37,40%,15 of 37, KO/TKO ,60%,21 of 35,4:05,perf
5663,17-Jun-86,8-Dec-88,"5' 6""","5' 10""","66""","70""",Southpaw,Orthodox,45%,64%,145 lbs.,12-Dec-20,W,106 of 166,63%,123 of 183, Decision - Unanimous ,47%,136 of 233,5:00,
5664,16-Aug-89,28-Jun-92,"5' 1""","5' 5""","60""","64""",Orthodox,Orthodox,47%,54%,115 lbs.,12-Dec-20,W,52 of 103,50%,52 of 103, TKO - Doctor's Stoppage ,37%,26 of 59,5:00,
5665,13-Sep-99,10-Aug-86,"6' 1""","5' 10""","74""","73""",Southpaw,Southpaw,46%,61%,145 lbs.,12-Dec-20,W,57 of 117,48%,81 of 144, Submission ,55%,61 of 100,3:02,
5666,4-Jan-91,16-Nov-87,"5' 11""","6' 1""","72""","76""",Orthodox,Orthodox,47%,55%,170 lbs.,1/20/2021 0:00,W,17 of 21,80%,24 of 30, KO/TKO ,100%,2 of 2,2:35,perf
5667,11-Feb-83,28-Aug-90,"6' 0""","5' 11""","75""","75""",Orthodox,Southpaw,43%,48%,170 lbs.,19-Dec-20,W,171 of 406,42%,191 of 428, Decision - Unanimous ,47%,110 of 205,5:00,perf
5668,9-Sep-86,2-Dec-92,"5' 7""","5' 8""","70""","70""",Orthodox,Switch,45%,49%,135 lbs.,19-Dec-20,W,44 of 70,62%,60 of 86, Decision - Unanimous ,56%,92 of 133,5:00,
5669,6-Oct-93,30-Mar-94,"6' 1""","6' 0""","73""","77""",Orthodox,Orthodox,54%,45%,170 lbs.,19-Dec-20,W,44 of 79,55%,56 of 94, Decision - Unanimous ,43%,62 of 134,5:00,
5670,26-Apr-88,25-Jun-87,"5' 6""","5' 8""","67""","71""",Orthodox,Orthodox,39%,43%,135 lbs.,19-Dec-20,L,9 of 12,75%,12 of 16, KO/TKO ,81%,33 of 41,3:47,perf
5671,9-Nov-85,28-Jul-88,"6' 3""","6' 5""","78""","80""",Orthodox,Orthodox,50%,50%,249 lbs.,19-Dec-20,W,51 of 101,50%,60 of 111, KO/TKO ,54%,50 of 91,4:31,perf
5672,27-Jan-87,16-Aug-90,"5' 10""","5' 11""","72""","72""",Orthodox,Orthodox,47%,42%,155 lbs.,19-Dec-20,W,50 of 80,62%,80 of 115, Decision - Unanimous ,39%,50 of 102,5:00,
5673,27-Apr-85,8-Dec-91,"5' 4""","5' 7""","67""","66""",Orthodox,Orthodox,43%,49%,135 lbs.,19-Dec-20,L,49 of 104,47%,70 of 131, Decision - Unanimous ,64%,132 of 187,5:00,
5674,13-Jun-89,1-Jul-89,"5' 6""","6' 3""","70""","73""",Orthodox,Orthodox,47%,70%,185 lbs.,19-Dec-20,W,20 of 38,52%,64 of 89, Decision - Unanimous ,72%,70 of 87,5:00,
5675,17-May-95,22-Jun-93,"5' 5""","5' 6""","63""","68""",Orthodox,Orthodox,49%,48%,125 lbs.,19-Dec-20,L,9 of 14,64%,42 of 48, Decision - Unanimous ,72%,72 of 85,5:00,
5676,14-Oct-94,29-Aug-88,"6' 0""","6' 2""","77""","80""",Orthodox,Orthodox,51%,55%,205 lbs.,19-Dec-20,W,120 of 187,64%,159 of 234, Decision - Unanimous ,49%,40 of 81,5:00,
5677,7-Sep-90,29-Mar-91,"5' 7""","5' 7""","68""","67""",Orthodox,Southpaw,58%,48%,125 lbs.,19-Dec-20,W,6 of 14,42%,7 of 15, Submission ,65%,30 of 43,3:18,perf
5678,23-Jan-90,26-Apr-93,"5' 10""","5' 10""","71""","75""",Orthodox,Orthodox,41%,40%,155 lbs.,19-Dec-20,W,31 of 67,46%,76 of 124, Decision - Unanimous ,35%,29 of 81,5:00,
5679,4-Dec-91,26-Mar-88,"5' 11""","5' 11""","69""","72""",Orthodox,Orthodox,46%,42%,145 lbs.,1/16/2021 0:00,W,445 of 744,59%,447 of 746, Decision - Unanimous ,47%,134 of 284,5:00,fight
5680,13-Feb-90,24-Apr-86,"6' 0""","5' 8""","75""","71""",Switch,Orthodox,48%,50%,155 lbs.,1/23/2021 0:00,L,8 of 19,42%,8 of 19, KO/TKO ,70%,17 of 24,2:30,perf
5681,26-Apr-84,10-Jan-81,"6' 2""","6' 0""","75""","75""",Orthodox,Orthodox,39%,54%,170 lbs.,1/16/2021 0:00,W,39 of 88,44%,157 of 209, Decision - Unanimous ,75%,37 of 52,5:00,
5682,26-Sep-86,20-Mar-88,"6' 0""","6' 0""","73""","71""",Orthodox,Orthodox,40%,42%,170 lbs.,1/16/2021 0:00,L,11 of 18,61%,11 of 18, KO/TKO ,42%,21 of 50,4:25,perf
5683,27-Apr-94,12-Dec-89,"5' 10""","6' 0""","76""","74""",Southpaw,Orthodox,36%,41%,185 lbs.,1/16/2021 0:00,L,3 of 22,13%,3 of 22, KO/TKO ,52%,12 of 23,2:12,perf
5684,22-Nov-92,19-May-94,"5' 11""","6' 1""","72""","74""",Southpaw,Orthodox,43%,54%,185 lbs.,1/16/2021 0:00,W,30 of 66,45%,32 of 69, KO/TKO ,38%,23 of 59,4:48,
5685,18-Apr-96,29-Sep-95,"5' 8""","5' 8""","66""","70""",Orthodox,Orthodox,45%,53%,125 lbs.,1/16/2021 0:00,L,58 of 129,44%,70 of 148, Decision - Unanimous ,49%,111 of 206,5:00,
5686,12-Jan-95,13-Dec-93,"6' 0""","6' 0""","75""","74""",Orthodox,Southpaw,46%,55%,245 lbs.,1/16/2021 0:00,W,77 of 142,54%,77 of 142, Decision - Split ,58%,109 of 171,5:00,
5687,1-Aug-90,23-May-87,"6' 0""","5' 10""","75""","76""",Orthodox,Southpaw,40%,45%,170 lbs.,1/16/2021 0:00,L,44 of 114,38%,114 of 190, Decision - Split ,52%,101 of 160,5:00,
5688,30-Apr-88,27-Mar-88,"5' 7""","5' 5""","67""","65""",Orthodox,Orthodox,34%,30%,135 lbs.,1/16/2021 0:00,L,44 of 200,22%,44 of 200, Decision - Unanimous ,33%,56 of 169,5:00,
5689,28-Jun-95,10-Jul-94,"5' 9""","5' 10""","72""","70""",Orthodox,Orthodox,33%,44%,145 lbs.,1/16/2021 0:00,L,64 of 201,31%,78 of 216, Decision - Unanimous ,52%,110 of 197,5:00,
5690,22-Jul-96,13-Jul-89,"6' 0""","6' 0""","72""","74""",Orthodox,Orthodox,42%,0%,185 lbs.,6/19/2021 0:00,L,1 of 1,100%,12 of 12, KO/TKO ,73%,28 of 37,4:45,
5691,7-Dec-87,3-Aug-87,"6' 1""","6' 3""","75""","80""",Southpaw,Orthodox,40%,46%,170 lbs.,1/20/2021 0:00,W,24 of 52,46%,93 of 125, Decision - Unanimous ,24%,52 of 96,5:00,
5692,4-Apr-84,28-Feb-89,"6' 1""","6' 4""","73""","76""",Orthodox,Orthodox,40%,59%,225 lbs.,1/20/2021 0:00,W,24 of 56,42%,24 of 56, KO/TKO ,57%,24 of 42,0:39,
5693,24-Sep-82,21-Nov-86,"5' 7""","5' 4""","69""","68""",Orthodox,Orthodox,30%,47%,125 lbs.,1/20/2021 0:00,L,46 of 184,25%,49 of 193, Decision - Unanimous ,43%,100 of 214,5:00,
5694,15-Jan-90,6-Oct-83,"5' 8""","5' 7""","70""","68""",Orthodox,Orthodox,38%,31%,125 lbs.,1/20/2021 0:00,W,85 of 214,39%,85 of 214, Decision - Split ,30%,58 of 193,5:00,
5695,25-Nov-91,9-Jul-87,"5' 9""","6' 0""","72""","76""",Switch,Orthodox,37%,38%,170 lbs.,5/8/2021 0:00,L,1 of 10,10%,5 of 15, Submission ,38%,6 of 16,2:52,perf
5696,22-Jul-91,22-Jun-85,"5' 9""","5' 7""","73""","68""",Orthodox,Orthodox,42%,38%,145 lbs.,1/20/2021 0:00,W,48 of 115,41%,60 of 131, Decision - Unanimous ,36%,51 of 121,5:00,
5697,12-Oct-87,26-Sep-91,"6' 0""","6' 3""","73""","73""",Orthodox,Southpaw,35%,50%,185 lbs.,1/20/2021 0:00,W,25 of 38,65%,73 of 91, Submission ,25%,6 of 12,1:41,
5698,31-Aug-92,29-Apr-92,"5' 6""","5' 7""","69""",--,Orthodox,Orthodox,42%,42%,135 lbs.,1/20/2021 0:00,W,17 of 32,53%,50 of 69, Submission ,42%,10 of 18,4:00,
5699,20-Jan-96,29-Jul-92,"5' 8""","5' 5""","72""","65""",Southpaw,Southpaw,51%,23%,125 lbs.,1/20/2021 0:00,W,50 of 127,39%,50 of 127, Decision - Unanimous ,22%,28 of 123,5:00,
5700,31-Jul-87,22-Jun-88,"5' 8""","6' 1""","76""","73""",Orthodox,Orthodox,50%,47%,185 lbs.,1/20/2021 0:00,W,29 of 65,44%,61 of 98, Decision - Unanimous ,51%,50 of 75,5:00,
5701,23-Oct-89,22-Apr-95,"5' 6""","5' 10""","69""","72""",Southpaw,Southpaw,54%,34%,135 lbs.,1/20/2021 0:00,W,29 of 53,54%,39 of 65, Decision - Unanimous ,23%,85 of 199,5:00,
5702,7-Oct-92,26-Apr-95,"6' 0""","5' 10""","72""","74""",Orthodox,Orthodox,53%,40%,145 lbs.,1/20/2021 0:00,W,108 of 207,52%,111 of 210, Decision - Unanimous ,37%,132 of 329,5:00,fight
5703,1-Mar-96,14-Jun-89,"5' 8""","5' 6""",--,--,Orthodox,Orthodox,60%,23%,135 lbs.,1/20/2021 0:00,W,25 of 41,60%,32 of 48, Submission ,23%,8 of 31,3:39,perf
5704,16-Feb-90,17-Feb-90,"5' 5""","5' 7""","64""","65""",Orthodox,Orthodox,37%,50%,125 lbs.,1/20/2021 0:00,L,17 of 81,20%,18 of 82, KO/TKO ,53%,58 of 105,4:08,
5705,19-Jan-89,14-Jul-88,"5' 9""","5' 9""","72""","74""",Southpaw,Southpaw,50%,49%,155 lbs.,1/23/2021 0:00,W,48 of 91,52%,53 of 98, KO/TKO ,43%,52 of 92,2:32,perf
5706,27-Jul-86,23-Dec-85,"5' 6""","5' 6""","66""","65""",Orthodox,Orthodox,37%,50%,125 lbs.,1/23/2021 0:00,L,77 of 173,44%,104 of 218, Decision - Unanimous ,61%,214 of 319,5:00,
5707,8-Apr-88,8-Feb-90,"6' 1""","6' 2""","74""","75""",Orthodox,Orthodox,42%,42%,185 lbs.,1/23/2021 0:00,L,48 of 141,34%,50 of 144, KO/TKO ,45%,82 of 177,2:59,perf
5708,29-Apr-87,26-Aug-93,"5' 6""","5' 3""","65""","66""",Orthodox,Orthodox,48%,44%,115 lbs.,1/23/2021 0:00,W,15 of 36,41%,26 of 52, KO/TKO ,30%,35 of 57,0:54,perf
5709,11-Oct-96,11-Jun-90,"5' 7""","5' 9""","72""","71""",Orthodox,Orthodox,44%,37%,155 lbs.,1/23/2021 0:00,W,50 of 103,48%,103 of 180, Decision - Unanimous ,28%,51 of 97,5:00,
5710,24-Jan-95,12-May-92,"6' 3""","6' 4""","78""","80""",Orthodox,Orthodox,49%,49%,260 lbs.,2/20/2021 0:00,W,51 of 72,70%,107 of 135, KO/TKO ,54%,27 of 38,4:32,
5711,21-Dec-87,16-Mar-90,"6' 1""","6' 2""","74""","79""",Orthodox,Orthodox,41%,42%,185 lbs.,1/23/2021 0:00,W,54 of 108,50%,73 of 135, Decision - Unanimous ,33%,57 of 135,5:00,
5712,19-Aug-89,24-Sep-80,"5' 6""","5' 6""","69""","66""",Orthodox,Orthodox,47%,45%,135 lbs.,1/23/2021 0:00,W,38 of 76,50%,140 of 192, Submission ,38%,28 of 63,3:39,
5713,26-Feb-90,14-Jul-88,"6' 1""","6' 3""","76""","74""",Southpaw,Orthodox,38%,47%,205 lbs.,1/23/2021 0:00,L,49 of 148,33%,50 of 149, Decision - Unanimous ,47%,105 of 220,5:00,
5714,13-Aug-84,11-Feb-94,"5' 8""","5' 7""","68""","72""",Orthodox,Orthodox,47%,44%,145 lbs.,1/23/2021 0:00,L,46 of 127,36%,50 of 137, Decision - Split ,48%,137 of 235,5:00,
5715,25-Apr-93,20-Sep-89,"6' 1""","6' 0""","71""","78""",Southpaw,Switch,77%,39%,155 lbs.,3/6/2021 0:00,W,45 of 63,71%,55 of 74, KO/TKO ,0%,0 of 3,1:40,perf
5716,27-Oct-93,29-Aug-88,"5' 5""","5' 4""","68""","66""",Orthodox,Switch,40%,49%,125 lbs.,1/23/2021 0:00,W,68 of 169,40%,94 of 200, Decision - Unanimous ,44%,74 of 150,5:00,
5717,31-Jul-89,3-Nov-92,"6' 1""","6' 0""","74""","74""",Southpaw,Orthodox,47%,41%,145 lbs.,6/19/2021 0:00,L,10 of 20,50%,10 of 20, KO/TKO ,44%,14 of 30,1:37,perf
5718,17-May-80,24-Oct-88,"6' 4""","6' 7""","80""","80""",Orthodox,Orthodox,64%,59%,265 lbs.,2/6/2021 0:00,L,10 of 20,50%,10 of 20, KO/TKO ,61%,54 of 88,2:06,perf
5719,20-Apr-92,16-Oct-81,"5' 11""","5' 6""","70""","68""",Switch,Orthodox,48%,39%,135 lbs.,2/6/2021 0:00,W,2 of 5,40%,2 of 5, KO/TKO ,66%,2 of 3,0:28,perf
5720,4-Jun-86,8-Dec-81,"5' 10""","5' 7""","73""","70""",Southpaw,Orthodox,38%,34%,155 lbs.,2/6/2021 0:00,L,58 of 126,46%,70 of 138, Decision - Unanimous ,55%,65 of 107,5:00,
5721,16-Apr-90,14-Nov-93,"5' 5""","5' 5""","67""","68""",Orthodox,Southpaw,47%,45%,125 lbs.,2/6/2021 0:00,W,74 of 149,49%,77 of 152, Decision - Unanimous ,53%,51 of 94,5:00,
5722,18-Jan-85,6-May-89,"5' 9""","5' 10""","74""","72""",Orthodox,Southpaw,37%,49%,155 lbs.,2/6/2021 0:00,L,54 of 121,44%,74 of 145, Decision - Split ,53%,74 of 132,5:00,fight
5723,28-Nov-88,26-Dec-85,"6' 4""","6' 6""","82""","77""",Southpaw,Orthodox,59%,88%,205 lbs.,2/6/2021 0:00,L,16 of 24,66%,34 of 43, Submission ,100%,55 of 58,4:52,
5724,30-Jul-93,10-Aug-89,"5' 9""","5' 7""","76""","68""",Orthodox,Orthodox,55%,42%,155 lbs.,2/6/2021 0:00,W,34 of 65,52%,46 of 78, TKO - Doctor's Stoppage ,40%,19 of 35,3:38,
5725,30-Dec-94,29-Sep-95,"5' 5""","5' 8""","67""","70""",Orthodox,Orthodox,52%,53%,135 lbs.,2/6/2021 0:00,W,57 of 84,67%,135 of 175, Decision - Unanimous ,64%,70 of 97,5:00,
5726,4-May-90,14-Nov-95,"5' 4""","5' 4""","62""","67""",Orthodox,Orthodox,50%,57%,125 lbs.,2/6/2021 0:00,L,37 of 47,78%,71 of 83, Decision - Unanimous ,62%,85 of 113,5:00,
5727,3-Nov-92,4-Sep-96,"6' 0""","5' 10""","74""","72""",Orthodox,Switch,41%,50%,145 lbs.,2/6/2021 0:00,W,41 of 109,37%,73 of 144, Decision - Unanimous ,48%,46 of 70,5:00,
5728,19-Jan-90,10-Nov-88,"5' 6""","5' 10""","67""","73""",Orthodox,Orthodox,71%,45%,145 lbs.,2/6/2021 0:00,W,55 of 76,72%,115 of 149, Decision - Unanimous ,28%,24 of 46,5:00,
5729,9-Jan-92,22-Apr-95,"5' 7""","5' 10""","73""","72""",Southpaw,Southpaw,54%,34%,145 lbs.,2/6/2021 0:00,W,5 of 6,83%,5 of 6, KO/TKO ,66%,2 of 3,0:26,
5730,11-May-87,20-Jul-86,"6' 0""","5' 10""","76""","71""",Switch,Orthodox,54%,45%,170 lbs.,2/13/2021 0:00,W,83 of 136,61%,93 of 149, KO/TKO ,41%,55 of 124,0:34,belt perf
5731,18-May-98,9-Aug-93,"5' 5""","5' 5""","65""","66""",Switch,Orthodox,52%,43%,125 lbs.,2/13/2021 0:00,L,40 of 152,26%,50 of 165, Decision - Unanimous ,46%,95 of 162,5:00,
5732,24-Oct-91,5-Aug-88,"5' 9""","5' 11""","71""","72""",Southpaw,Orthodox,42%,50%,185 lbs.,2/13/2021 0:00,W,38 of 84,45%,51 of 115, Decision - Unanimous ,40%,56 of 107,5:00,
5733,31-Aug-92,19-Aug-86,"5' 6""","5' 6""","69""","66""",Orthodox,Switch,42%,39%,135 lbs.,2/13/2021 0:00,W,45 of 98,45%,72 of 136, Decision - Unanimous ,26%,25 of 83,5:00,
5734,24-Nov-90,8-May-90,"5' 10""","6' 2""","75""","72""",Orthodox,Orthodox,44%,45%,185 lbs.,2/13/2021 0:00,L,32 of 65,49%,70 of 110, Submission ,41%,61 of 129,4:17,perf
5735,25-Sep-89,18-Oct-93,"6' 0""","6' 0""","73""","75""",Orthodox,Orthodox,42%,55%,185 lbs.,2/13/2021 0:00,L,9 of 26,34%,14 of 32, Submission ,64%,50 of 73,1:53,perf
5736,9-Jul-88,31-Jan-89,"5' 11""","6' 2""","72""","75""",Orthodox,Orthodox,42%,38%,170 lbs.,2/13/2021 0:00,W,129 of 264,48%,136 of 284, Decision - Unanimous ,33%,70 of 206,5:00,
5737,14-Jun-92,29-Jan-94,"5' 5""","5' 4""","67""","63""",Orthodox,Orthodox,41%,59%,115 lbs.,2/13/2021 0:00,W,4 of 16,25%,71 of 89, Submission ,71%,14 of 19,3:18,perf
5738,21-Jan-88,22-Apr-91,"5' 8""","5' 9""","75""","67""",Southpaw,Orthodox,41%,57%,135 lbs.,2/13/2021 0:00,L,59 of 120,49%,62 of 124, Decision - Unanimous ,54%,72 of 131,5:00,
5739,2-May-93,18-Jul-90,"5' 10""","6' 3""","73""","80""",Switch,Orthodox,46%,60%,170 lbs.,2/13/2021 0:00,W,70 of 152,46%,128 of 213, Decision - Unanimous ,48%,48 of 93,5:00,
5740,18-Feb-91,7-Feb-85,"6' 4""","6' 3""","80""","79""",Orthodox,Orthodox,53%,50%,265 lbs.,2/20/2021 0:00,L,28 of 52,53%,28 of 52, KO/TKO ,30%,7 of 23,1:26,
5741,26-Aug-91,11-Nov-89,"5' 8""","5' 6""","68""","68""",Orthodox,Orthodox,36%,57%,135 lbs.,2/20/2021 0:00,L,7 of 16,43%,35 of 51, Decision - Unanimous ,78%,215 of 247,5:00,
5742,24-Aug-86,28-Apr-90,"5' 9""","5' 7""","69""","69""",Switch,Orthodox,37%,70%,145 lbs.,2/20/2021 0:00,L,15 of 25,60%,40 of 51, Decision - Unanimous ,75%,96 of 117,5:00,
5743,20-Jun-77,25-Sep-89,"6' 2""","6' 3""","80""","76""",Orthodox,Orthodox,50%,61%,240 lbs.,2/20/2021 0:00,L,5 of 10,50%,6 of 11, KO/TKO ,60%,34 of 56,1:55,
5744,8-Jan-89,1-Mar-95,"6' 0""","6' 3""","77""","75""",Orthodox,Orthodox,58%,61%,185 lbs.,2/20/2021 0:00,W,31 of 54,57%,101 of 128, Decision - Majority ,61%,87 of 124,5:00,
5745,4-Feb-79,11-Apr-93,"6' 3""","6' 5""","77""","78""",Orthodox,Orthodox,44%,66%,240 lbs.,2/20/2021 0:00,L,20 of 55,36%,22 of 57, Submission ,61%,41 of 64,1:09,
5746,6-Sep-88,14-Mar-87,"5' 9""","5' 8""","68""","67""",Orthodox,Orthodox,56%,39%,145 lbs.,2/20/2021 0:00,W,82 of 131,62%,138 of 191, Decision - Unanimous ,34%,42 of 116,5:00,
5747,26-Jun-84,18-Dec-91,"5' 7""","5' 6""","69""","71""",Orthodox,Switch,29%,49%,135 lbs.,2/20/2021 0:00,L,17 of 66,25%,17 of 66, KO/TKO ,73%,44 of 59,4:44,
5748,6-Jun-88,31-Jul-89,"5' 9""","6' 1""","72""","74""",Orthodox,Southpaw,50%,47%,145 lbs.,2/20/2021 0:00,L,9 of 14,64%,9 of 14, KO/TKO ,65%,17 of 25,0:56,
5749,30-Mar-89,7-Oct-97,"5' 6""","5' 6""","69""","69""",Orthodox,Orthodox,37%,72%,125 lbs.,2/20/2021 0:00,L,16 of 28,57%,27 of 42, KO/TKO ,72%,132 of 183,3:41,
